car_id,car_make,car_model,car_year,purchase_price,sale_price,purchase_date,sale_date,buyer_name,seller_name,profit
439,Oldsmobile,Regency,1998,54877.39,91444.88,8/12/2019,2/12/2008,Mella Nobbs,Devonna Francke,36567.49
440,Ford,Ranger,1999,75343.26,73287.72,10/21/2018,12/15/2009,Susette Zupa,Maximilian Schreurs,-2055.54
441,Chevrolet,Suburban 1500,1992,52528.43,49500.76,10/20/2011,9/2/2002,Rudiger MacNab,Inna Meadus,-3027.67
442,Hyundai,Equus,2013,49189.92,52481,12/29/2011,8/6/2015,Worthington Mallock,Gerhardine Simonian,3291.08
443,GMC,Savana 3500,2004,51308.29,98505.1,4/5/2010,6/3/2005,Mollie Hurche,Blane Saice,47196.81
444,Nissan,Altima,2002,39246.05,66046.15,7/2/2017,10/6/2007,Rutledge Joerning,Raoul McFayden,26800.1
445,Mercury,Topaz,1985,55727.72,49320.68,7/17/2011,12/25/2001,Cristabel Petit,Gerladina Dismore,-6407.04
446,Volvo,S80,2008,13670.17,60109.93,12/16/2003,12/29/2018,Zared Jacombs,Bordy Aleshintsev,46439.76
447,Volkswagen,GTI,1993,97958.74,31375.43,4/29/2016,11/23/2009,Fiann Bethell,Boigie Sunock,-66583.31
448,Ford,F-Series,1994,77622.68,9978.71,1/23/2021,7/8/2014,Wit Jarrel,Di Pendre,-67643.97
449,BMW,X5 M,2011,35481.03,70505.75,3/16/2001,4/29/2013,Maryann Thurber,Germaine Zottoli,35024.72
450,BMW,8 Series,1992,8987.17,56080.2,3/15/2010,10/15/2010,Anallese Obeney,Blanche Jakoub,47093.03
451,Mitsubishi,Galant,2001,14552.72,27289.08,2/26/2013,1/20/2000,Leighton Loosely,Magdalene Kempshall,12736.36
452,GMC,Vandura G3500,1995,89362.3,75209,5/22/2018,2/24/2020,Bay Aberdeen,Faydra Tremolieres,-14153.3
453,GMC,Suburban 2500,1995,50524.3,55819.66,3/1/2015,10/5/2005,Allie Klosterman,Gael Bratcher,5295.36
454,Ford,Econoline E350,2002,70795.41,71578.65,10/9/2012,8/30/2007,Alfredo Sleath,Karalynn Lettice,783.24
455,Saturn,Ion,2007,59846.71,24285.34,7/28/2008,3/27/2019,Wrennie Lemmon,Yevette Hampshire,-35561.37
456,Chevrolet,Corvette,1989,47750.47,74664.36,7/29/2021,1/3/2012,Aileen Crilly,Dietrich Kehri,26913.89
457,Ford,Tempo,1988,31854.73,106201.7,12/9/2021,6/1/2007,Querida Cusick,Sybil Playfair,74346.97
458,Geo,Tracker,1995,82199.32,112450.35,10/29/2019,9/10/2012,Nicola Rickerd,Alameda Dobeson,30251.03
459,Lexus,LFA,2012,8666.5,22596.32,2/13/2017,8/23/2008,Bidget Martinuzzi,Dacy Farenden,13929.82
460,GMC,Savana 2500,2003,70566.58,101210.41,9/12/2006,7/27/2006,Joshua Barstock,Melessa Basnett,30643.83
461,Jaguar,XK,2007,11033.59,83739.23,12/31/2013,1/14/2018,Willow Janny,Eugenio Kording,72705.64
462,Kia,Rio,2009,94924.94,37378.95,7/1/2015,2/5/2015,Pearl D'eye,Mandie Gladebeck,-57545.99
463,BMW,6 Series,2008,26926.48,58265.08,5/25/2007,9/28/2011,Lynnet Worswick,Terrijo Tollfree,31338.6
464,Ford,Galaxie,1964,58453.17,81835.61,7/11/2007,4/24/2006,Alyce Fakes,Clarie Relton,23382.44
465,Mazda,B2500,2001,44622.78,78935.58,5/15/2015,8/7/2022,Xylina Reignould,Rod McCusker,34312.8
466,Suzuki,SX4,2012,43263.4,69808.86,2/10/2003,10/15/2002,Joscelin Edy,Chlo Darbishire,26545.46
467,Honda,Pilot,2007,75069.53,65141.61,3/5/2007,1/23/2022,Letitia Dancey,Michelina Sherborne,-9927.92
468,Lexus,IS-F,2009,92592.38,106964.96,4/28/2004,1/3/2019,Aveline Emmanueli,Shelia Grigoroni,14372.58
469,Infiniti,G,1993,26288.43,33606.42,5/29/2021,2/3/2003,Fawne Cockaday,Nelli Giorgielli,7317.99
470,Cadillac,STS,2005,72252.43,30938.56,7/22/2020,6/23/2007,Shandie Treanor,Robbie Barthel,-41313.87
471,GMC,3500,1994,92203.99,112695.98,12/22/2006,3/8/2016,Drucy Stainfield,Haywood Slyme,20491.99
472,Cadillac,Eldorado,2000,84577.68,110863.72,9/8/2018,6/21/2019,Elvyn Argontt,Parsifal Lashford,26286.04
473,Dodge,Caliber,2007,76900.96,105291.97,3/3/2020,4/21/2016,Armando Zannutti,Suzie Hincks,28391.01
474,Mercury,Cougar,1968,91619.92,6646.2,3/16/2019,12/4/2010,Errol Caddies,Terri Plumley,-84973.72
475,Daewoo,Nubira,2002,22684.61,93634.6,7/5/2007,1/22/2004,Fabe Lomax,Benoite Melburg,70949.99
476,Lexus,IS-F,2009,17205.66,106334.19,10/6/2022,7/9/2017,Kara-lynn Roderham,Terra McCart,89128.53
477,Subaru,Loyale,1990,11588.69,24918.45,11/10/2021,9/15/2007,Brunhilda Gates,Celine Weatherburn,13329.76
478,Jeep,Compass,2012,43241.07,7579.29,10/13/2000,1/31/2004,Basilius Hoonahan,Kenn Fluin,-35661.78
479,Chevrolet,Monte Carlo,2007,64076.84,97425.98,11/8/2002,2/16/2019,Jordan Beaument,Sibbie Whate,33349.14
480,Toyota,MR2,2003,10505.57,45523.28,1/15/2008,12/21/2014,Bucky Arnout,Darcey Ellsom,35017.71
481,Mercedes-Benz,R-Class,2011,72104.09,82886.38,9/19/2012,8/17/2007,Shirline Shuxsmith,Haskel Kennet,10782.29
482,Mercedes-Benz,E-Class,1987,92474.14,9017.68,3/25/2008,8/12/2001,Emelen MacDermand,Sanford Readhead,-83456.46
483,Mazda,Navajo,1991,28651.46,36529.94,7/21/2015,8/13/2018,Dedra Phillp,Antonetta Faint,7878.48
484,Ford,Ranger,1986,34531.81,87051.11,7/22/2009,3/25/2017,Nonna Deverille,Anne-marie Matschek,52519.3
485,Toyota,Camry,2010,77723.53,96928.6,7/25/2011,6/29/2008,Jordain McMenamin,Dynah Larrad,19205.07
486,Chevrolet,Express 2500,2010,25595.13,116538.3,10/14/2014,7/14/2019,Jermain Vannozzii,Rhodia Bysouth,90943.17
487,Buick,Riviera,1996,48518.73,90242.2,1/9/2008,2/17/2018,Monika Fernan,Mattie Steptowe,41723.47
488,Suzuki,Swift,1987,67750.18,94206.19,8/31/2005,4/12/2016,Barton Teeney,Cobby Start,26456.01
489,Porsche,911,2006,38697.73,26735.11,2/10/2003,12/15/2020,Lenee Carvilla,Sol Holgan,-11962.62
490,Oldsmobile,Alero,2003,78182.56,76062.22,1/13/2005,6/2/2003,Shoshanna Di Matteo,Margaret Mackrell,-2120.34
491,Mercedes-Benz,C-Class,2010,86572.54,46465.31,12/17/2012,3/18/2003,Mirilla Brunt,Kinsley Byrd,-40107.23
492,Acura,NSX,2003,56752.66,10849.22,2/23/2014,10/25/2010,Carina Cullinan,Kellen Banford,-45903.44
493,Suzuki,Esteem,1999,42248.83,23471.17,9/26/2021,1/4/2014,Sylvan Busch,Marie-ann Mathevon,-18777.66
494,Cadillac,STS,2010,46461.71,58350.97,3/1/2017,10/9/2019,Fina Konerding,Phillipe Mousdall,11889.26
495,Volvo,C70,2008,60920.1,72817.01,2/22/2014,2/25/2016,Zack Baiden,Natala Minnis,11896.91
496,Dodge,Ram 1500,2001,69262.46,66068.67,9/6/2008,9/14/2019,Franklyn Issacoff,Ritchie Madsen,-3193.79
497,BMW,M3,2005,70690.57,30674.91,2/9/2014,2/7/2009,Sonny Jancar,Haven Denslow,-40015.66
498,Chevrolet,Express,2011,66544.79,110417.66,9/22/2022,8/1/2019,Agata Scourgie,Corny Davidek,43872.87
499,Chevrolet,Corvette,1985,38274.95,31946.34,1/30/2013,7/28/2001,Ricardo Ohanessian,Giulietta Duffell,-6328.61
500,Mitsubishi,Eclipse,1990,15759.85,55844.47,2/18/2002,6/3/2003,Ally Vlies,Anneliese Kenan,40084.62
501,Subaru,B9 Tribeca,2006,40598.31,22035.87,10/4/2008,1/5/2007,Josephine Beckworth,Tiertza Yabsley,-18562.44
502,Lexus,LX,1999,20655.89,76177.98,12/12/2022,7/24/2005,Virgil Beddin,Rahel Blitzer,55522.09
503,Mercedes-Benz,S-Class,2010,39311.37,29550.65,4/16/2006,11/19/2021,Cross Croose,Trueman Gallego,-9760.72
504,Dodge,Caravan,2000,80901.23,101872.25,3/30/2011,8/17/2000,Jaquith Renzullo,Emogene Stening,20971.02
505,Chevrolet,HHR,2008,68102.2,7888.12,10/5/2017,9/3/2002,Ede Amsden,Micaela Patzelt,-60214.08
506,Land Rover,Defender,1995,51313.89,116438.37,6/22/2005,1/3/2015,Lane Congreve,Eddy Sturge,65124.48
507,Chevrolet,Malibu,1999,48001.18,59951.99,8/26/2000,10/18/2009,Wilie Bennedsen,Harriet Chasteau,11950.81
508,Lexus,GX,2011,63951.93,10150.57,3/2/2009,12/12/2017,Rosamond Lyosik,Alyson Campey,-53801.36
509,Jeep,Compass,2009,16084.3,61459.64,11/19/2022,4/23/2001,Lani Fey,Margaretta Liggins,45375.34
510,Dodge,Ram 2500,2004,31543.93,75488.18,6/27/2010,11/2/2003,Gus Saywood,Andie Beeton,43944.25
511,Nissan,Sentra,2002,67461.56,57268.34,6/7/2020,3/21/2021,Dudley Ayto,Casie Antonomoli,-10193.22
512,BMW,3 Series,2009,53935.11,119696.2,4/8/2007,9/10/2022,Gregor Boltwood,Teddie Clist,65761.09
513,Ford,Ranger,1998,24999.97,52220.68,1/18/2020,6/15/2011,Waly Ambrose,Garik Hoys,27220.71
514,Dodge,D150,1993,13350.4,7164.21,7/26/2016,8/21/2013,Noreen Wynrahame,Haywood Maudett,-6186.19
515,Jaguar,XJ Series,1992,47834.96,106539.94,11/22/2003,7/6/2016,Diarmid Burgen,Hy Pidcock,58704.98
516,BMW,7 Series,2010,29072.11,51477.05,6/22/2004,2/7/2019,Sula Conahy,Lyle Wash,22404.94
517,Saturn,Astra,2009,57326.59,61918.17,6/14/2013,9/9/2019,Tammie Behnecken,Perrine Moret,4591.58
518,Chevrolet,Malibu,2002,8212.01,19050.89,7/29/2016,5/22/2014,Timi Callcott,Mahmoud Arro,10838.88
519,Mitsubishi,i-MiEV,2012,97779.69,73126.79,2/14/2007,8/1/2010,Hugh Dran,Liva Fosbraey,-24652.9
520,Mercedes-Benz,CLS-Class,2007,98692.52,95996.95,11/26/2005,11/6/2010,Gabi Goulthorp,Ingmar Tegler,-2695.57
521,Chevrolet,Suburban 1500,2007,14418.71,22853.96,3/26/2016,12/24/2017,Flss Skeete,Karissa Helwig,8435.25
522,Plymouth,Sundance,1992,34996.96,19748.61,4/12/2017,11/20/2017,Eva Bason,Karrah De Normanville,-15248.35
523,Toyota,Land Cruiser,2005,19499.37,15909.46,12/7/2015,1/15/2017,Raddy Sandercock,Nate Puffett,-3589.91
524,Kia,Sorento,2011,11148.56,119134.19,11/21/2012,1/23/2017,Tobiah Jain,Kaja McCrachen,107985.63
525,Volkswagen,Passat,2004,75714.83,103647.28,10/22/2001,4/12/2020,Burlie O'Lagen,Fredek Dmiterko,27932.45
526,Volkswagen,Fox,1991,59300.21,90357.85,12/24/2012,5/31/2011,Bren Dykas,Robena Sollam,31057.64
527,Nissan,Sentra,2010,90355,71315.12,2/27/2022,8/9/2015,Saleem Stringfellow,Salvatore Gallafant,-19039.88
528,BMW,Z8,2001,43060.6,108907.51,8/12/2020,3/8/2007,Prescott Bimrose,Rae Minter,65846.91
529,Subaru,Legacy,2007,29200.5,97749.46,11/3/2012,3/29/2006,Veriee Wrighton,Francis Hugnet,68548.96
530,GMC,Safari,2005,61332.12,82317.59,3/14/2001,2/3/2012,Darleen Earie,Laurena Gunson,20985.47
531,Mercedes-Benz,S-Class,1998,15388.33,97932.58,1/31/2015,9/14/2005,Isador Whitemarsh,Candida Hapgood,82544.25
532,Volkswagen,Eos,2010,77166.8,27773.31,5/2/2009,6/12/2017,Reynold McGrath,Dorothy Wilprecht,-49393.49
533,MINI,Cooper Clubman,2010,51377.68,65470.68,3/28/2013,5/11/2016,Adolpho Ciobotaru,Morganica Glasspool,14093
534,Mitsubishi,Mirage,1986,66419.51,95429.6,9/4/2005,7/1/2018,Tommi Grason,Damita Gyenes,29010.09
535,Saab,9000,1995,36222,35541.19,5/25/2010,6/27/2004,Christiana Edlyn,Dalila Nassie,-680.81
536,Pontiac,Grand Prix,2007,85810.71,86921.82,7/30/2021,1/19/2002,Harrison Kelland,Brit Sewley,1111.11
537,Chevrolet,Tahoe,2008,41230.58,49566.09,4/14/2003,11/22/2002,Marlo Ebrall,Fanny Chomicz,8335.51
538,Dodge,D250,1993,50313.35,17168.19,12/14/2018,2/25/2000,Nataniel Razzell,Ray Longhi,-33145.16
539,Maybach,57,2003,49091.33,27679.41,12/12/2010,8/5/2003,Darryl Scalera,Chrysa Gourlie,-21411.92
540,Saturn,Outlook,2007,41931.09,56533.6,5/22/2013,1/9/2011,Alaster Fullstone,Britte Sawfoot,14602.51
541,Acura,TL,2012,96919.98,87045.51,7/23/2019,1/6/2017,Kendra Passo,Edgard Bolsteridge,-9874.47
542,Nissan,Xterra,2006,13889.28,118620.44,2/11/2000,5/5/2010,Hallie Knewstub,Madel Preuvost,104731.16
543,Oldsmobile,Achieva,1997,31642.64,112675.53,2/6/2010,4/2/2019,Nevsa Giblin,Toddie Worsfield,81032.89
544,Bugatti,Veyron,2011,35222.71,60024.53,4/1/2006,9/2/2011,Anthiathia Heskey,Clarey Bohea,24801.82
545,Subaru,Impreza,1993,84900.87,115297.83,6/30/2009,4/27/2021,Hillier Pendlebury,Salvador Deviney,30396.96
546,Plymouth,Voyager,1999,50009.36,32655.59,8/9/2015,9/1/2009,Erna Marshfield,Korney Iozefovich,-17353.77
547,Dodge,Ram 2500,2001,65592.67,34175.12,3/9/2012,12/7/2016,Clarinda Burger,Ravid Ripper,-31417.55
548,Ford,Ranger,1998,39317.47,119617.64,9/20/2006,12/25/2021,Denny Hailston,Shadow Riding,80300.17
549,Ferrari,F430,2009,22791.06,116701.56,12/27/2018,8/17/2016,Pansie Khalid,Barnie Delacoste,93910.5
550,Mitsubishi,Endeavor,2006,8313.6,62477.44,10/6/2001,11/8/2008,Oliver Deverall,Brande Cadell,54163.84
551,Chevrolet,Corvette,1959,37038.04,91738.2,11/13/2005,2/25/2001,Marcello Hatchett,Pauli Wordsley,54700.16
552,GMC,3500,1994,73238.95,70342.31,10/16/2004,2/2/2007,Alan Dwerryhouse,Skye Laughlin,-2896.64
553,Chrysler,Imperial,1926,68784.11,94283.51,12/22/2010,7/24/2008,Nisse Roddie,Guinna Plewman,25499.4
554,Ford,Contour,1998,30470.29,75433.9,4/24/2005,11/14/2020,Dedra Nassi,Sidonia Paffett,44963.61
555,Toyota,RAV4,1996,60641.49,37707.4,2/12/2008,8/17/2022,Vince Halsey,Shelton Mewrcik,-22934.09
556,Volvo,XC70,2003,93805.55,52324.77,12/17/2012,6/25/2020,Eugenio Siaspinski,Ransell Szanto,-41480.78
557,Volvo,V50,2007,12368.84,38579.91,12/24/2019,9/22/2010,Danya Krauze,Ganny Scurrer,26211.07
558,Dodge,D150 Club,1992,95298.32,86995.56,3/7/2017,2/18/2019,Vonny Gilling,Horatius Stranahan,-8302.76
559,BMW,760,2006,59806.96,12925.06,8/8/2015,11/20/2014,Shanan Friar,Heidie Grouvel,-46881.9
560,Porsche,928,1987,26541.9,87069.33,1/17/2020,6/10/2018,Laurella Fairhurst,Flossi Brigstock,60527.43
561,Dodge,Caravan,2011,71681.12,27121.41,5/6/2020,6/12/2021,Ambur Gibbonson,Edwin Gosforth,-44559.71
562,Dodge,Ram Van B350,1993,17751.86,96061.36,1/12/2007,4/21/2018,Sonnie Le Pine,Ruperto Shillinglaw,78309.5
563,BMW,M6,2009,64913.79,29135.63,5/29/2011,5/18/2016,Elisa Carpe,Emylee Alkins,-35778.16
564,Plymouth,Laser,1994,62961.13,35056.03,10/29/2009,8/13/2003,Ambrosio Titchmarsh,Sawyer Bleue,-27905.1
565,Volvo,240,1992,23194.9,88349.34,2/12/2013,11/20/2011,Farrell Banbridge,Isidoro Dowgill,65154.44
566,Suzuki,Grand Vitara,2012,41669.21,54350.33,8/29/2001,9/24/2001,Rainer Sutton,Kip Darracott,12681.12
567,Lincoln,Navigator,2000,71389.43,16287.96,8/21/2001,8/19/2022,Lyle Farraway,Myrtia Cogle,-55101.47
568,Pontiac,Sunfire,1999,85597.41,39088.91,8/26/2016,4/11/2019,Raimund Valde,Darcie Pidon,-46508.5
569,Plymouth,Colt Vista,1994,53211.98,44573.63,8/19/2017,10/19/2014,Marleen Leatham,Ricky Mathiasen,-8638.35
570,Bentley,Continental Super,2011,5879.33,38282.2,7/27/2002,7/25/2014,Harri Caroll,Arda Olivetta,32402.87
571,Hyundai,Elantra,1997,15908.38,17565.32,10/23/2002,3/23/2016,Nevile Harrhy,Silvan Dollman,1656.94
572,Volkswagen,Fox,1993,65372.78,32218.16,2/9/2021,11/13/2009,Karola Nudd,Theodor Kleinstub,-33154.62
573,Mercedes-Benz,W201,1988,49422.98,97896.3,10/23/2015,4/16/2015,Steve Nancekivell,Clayborne Fearfull,48473.32
574,Toyota,4Runner,1996,25993.07,91883.45,9/22/2000,1/3/2008,Jojo Machen,Katharyn Shier,65890.38
575,Chevrolet,Cobalt,2009,28572.65,59775.95,10/9/2016,10/19/2006,Danyette Polamontayne,Dominic Denton,31203.3
576,Oldsmobile,98,1993,90172.29,11377.95,2/16/2002,5/27/2001,Celinda Rubi,Ludovico McClements,-78794.34
577,Honda,Element,2005,16776.9,35741.52,7/27/2022,10/1/2003,Maryl Leedes,Fionnula Girardeau,18964.62
578,Volvo,XC70,2003,36425.85,52096.93,9/22/2004,7/23/2021,Ezequiel Gethings,Patrice Fonteyne,15671.08
579,Mercury,Mystique,1998,50093.58,31110.77,5/17/2014,2/15/2013,Zora Skally,Olivette Sepey,-18982.81
580,Jeep,Cherokee,1996,60776.75,16881.72,6/16/2008,7/30/2016,Raimund Schulter,Lindy Inglesant,-43895.03
581,Nissan,Quest,1999,86995.4,70950.64,4/7/2022,10/6/2022,Chantal Schenfisch,Loria Edgler,-16044.76
582,Chrysler,Concorde,1996,70299.96,38806.54,3/1/2019,5/10/2014,Carey Cherry,Daloris Reading,-31493.42
583,Mercedes-Benz,S-Class,1994,54972.02,97978.18,8/8/2016,6/18/2014,Allene Izzard,Duky Perford,43006.16
584,Dodge,Ram Wagon B350,1993,55814.73,48246.08,2/25/2007,6/17/2018,Felizio Linnett,Garik Blyth,-7568.65
585,Buick,Regal,2001,45770.12,42640.48,9/12/2016,12/22/2016,Ardelia Hansard,Griffith Folling,-3129.64
586,Mercedes-Benz,R-Class,2007,27714.64,43071.85,7/23/2018,2/20/2018,Ynes Truckett,Sybyl Pinn,15357.21
587,Chevrolet,Camaro,1993,6975.95,96118.32,10/7/2022,9/5/2010,Arlyn Gibben,Corissa Bowden,89142.37
588,Nissan,350Z,2005,11855.69,84287.43,9/10/2010,12/22/2015,Aurel Helm,Tracey Dugue,72431.74
589,Pontiac,Firebird,1996,30397.75,71711.09,1/15/2006,3/29/2016,Northrup Giacomoni,Dana Yushkin,41313.34
590,Ford,E250,2011,33858.96,28106.99,6/1/2022,7/3/2014,Caryl Schruurs,Phyllida Ivanaev,-5751.97
591,Studebaker,Avanti,1963,58803.18,64523.62,12/4/2015,8/11/2018,Margaretta Dunderdale,Amalia Genicke,5720.44
592,Eagle,Vision,1997,72932.84,94285.47,9/10/2022,11/13/2020,Leif Dotterill,Nick Tamburi,21352.63
593,Ford,Probe,1997,44429.29,40568.38,5/29/2005,7/23/2021,Bard Settle,Herman Coytes,-3860.91
594,Lexus,GS,1996,79801.95,66428.05,1/17/2011,10/13/2022,Maible Cron,Niko Gladden,-13373.9
595,Pontiac,Tempest,1965,75361.56,42868.12,1/1/2006,8/16/2015,Jeramey Collum,Daryl Frye,-32493.44
596,Kia,Rio5,2008,96947.8,28397.3,4/25/2011,3/15/2003,Darrick Mell,Xenos Crosston,-68550.5
597,BMW,5 Series,2006,56996.32,25623.82,1/30/2022,5/2/2005,Ethyl Creed,Donna Robberecht,-31372.5
598,Chevrolet,Prizm,2002,57064.05,12280.94,10/19/2021,9/4/2022,Ettore Wickenden,Harri Marzellano,-44783.11
599,Chevrolet,Avalanche,2002,68406.49,74740.24,4/17/2011,12/4/2016,Derwin Petkov,Sallee Spillett,6333.75
600,Chevrolet,Avalanche 2500,2006,19547.57,71299.3,3/8/2015,1/23/2020,Meaghan Fellgatt,Stavro Broy,51751.73
601,Mercury,Sable,1996,94275.15,48675.99,7/25/2014,1/14/2010,Margette Cater,Iolanthe Reville,-45599.16
602,Chrysler,300,2009,88849.91,109914.59,12/15/2004,8/14/2012,Susanne Telezhkin,Stefano Elloy,21064.68
603,Hummer,H3,2010,97045.3,51740.16,8/30/2018,4/24/2019,Keane Whatham,Merrill Harring,-45305.14
604,Audi,A4,2000,37113.58,8272.16,4/7/2002,11/19/2021,Renaud Cicci,Joaquin Mingasson,-28841.42
605,Infiniti,Q,1994,15346.16,27280.25,5/19/2017,7/6/2016,Lori Daouze,Kathlin Doreward,11934.09
606,Toyota,Camry,1996,88870.59,113917.34,12/6/2012,12/12/2004,Lynsey Rubinsky,Adele Dalgarno,25046.75
607,Plymouth,Colt,1993,51188.56,10515.73,4/17/2011,10/26/2020,Bobbette Davies,Gabriello Brownell,-40672.83
608,Lamborghini,Reventón,2008,17056.26,29221.08,1/4/2004,3/14/2001,Dido Farrin,Rawley Rackam,12164.82
609,Mitsubishi,Diamante,2000,41417.86,109924.69,4/29/2018,1/22/2005,Dusty Witherington,Aksel Meeking,68506.83
610,Mitsubishi,Eclipse,1994,25399.12,94652.86,5/18/2020,4/12/2020,Dierdre Dimitrov,Aubrette Saice,69253.74
611,Mazda,Mazdaspeed 3,2009,95613.07,27482.44,3/8/2009,10/19/2013,Rutledge Ginie,Etheline Nisen,-68130.63
612,Volvo,S40,2011,47005.54,74334.53,2/14/2022,9/7/2012,Idalia Chaimson,Lydia Geraghty,27328.99
613,Cadillac,Seville,1996,91182.43,28047.05,9/27/2008,6/8/2014,Tomi Burgon,Jemmie Andryushchenko,-63135.38
614,Audi,S8,2007,66265.45,61391.01,5/13/2016,11/23/2021,Tyrone Skells,Arlana Biagioni,-4874.44
615,Porsche,911,2007,54725.59,115124.57,12/14/2017,10/21/2002,Linda Comiskey,Rhea Brabban,60398.98
616,Land Rover,Discovery,2003,9675.46,104449.09,11/25/2002,12/28/2015,Bailey Bensen,Manda Goulstone,94773.63
617,Maybach,62,2009,29612.96,110059.6,7/14/2017,12/29/2017,Aleta Mogg,Amelita Augur,80446.64
618,Suzuki,Sidekick,1995,7507.3,76340.54,1/26/2012,7/24/2019,Farrah Vischi,Alexa Merrall,68833.24
619,Chevrolet,Corvette,1968,43716.19,40926.97,8/20/2014,8/11/2002,Felicio Dimitrie,Janot Garnsey,-2789.22
620,Buick,Park Avenue,2000,85155.03,109179.12,2/2/2004,4/1/2012,Odessa Galea,Eleen Groombridge,24024.09
621,Nissan,Maxima,1998,78452.65,33367.74,12/23/2012,11/2/2013,Ketti Lohan,Cam Gumbley,-45084.91
622,Toyota,Celica,2003,94989.08,64528.51,9/28/2003,2/24/2008,Jemmy Le Merchant,Bertrand Scandwright,-30460.57
623,Infiniti,Q,2003,5905.62,111236.8,2/22/2014,5/27/2011,Helaina Arrighetti,Catherine Jeandet,105331.18
624,Chrysler,Town & Country,2009,69001.22,24071.04,11/13/2009,9/10/2011,Clem De Courtney,Mattie Scorthorne,-44930.18
625,Oldsmobile,Silhouette,2001,39859.86,97226.84,10/12/2001,7/24/2005,Ferdinand Kenefick,Zebulen Shrieve,57366.98
626,Mitsubishi,Montero,1997,70884.06,63055.87,3/15/2021,1/3/2000,Buddie Curnnok,Emanuel Tierney,-7828.19
627,Volvo,S70,2000,27313.69,20955.88,1/6/2019,3/13/2007,Price Parren,Isidor Bernardotti,-6357.81
628,Scion,tC,2013,95465.04,81490.34,5/9/2005,1/19/2018,Noach Wakley,Claus Dary,-13974.7
629,Chevrolet,Sportvan G20,1995,79805.83,107452.2,5/17/2008,5/27/2014,Lorraine Pattinson,Xylina Taree,27646.37
630,Mercury,Mountaineer,2002,72019.25,95702.09,12/2/2010,6/1/2018,Urban Mockes,Daphene Stopford,23682.84
631,Ford,Ranger,1986,49308.58,7074.82,9/4/2020,6/20/2000,Lyle Frangello,Vernen Galvin,-42233.76
632,Buick,Century,1993,77316.89,61334.31,1/12/2005,10/7/2016,Belicia MacTeggart,Waylin McGuiness,-15982.58
633,Saab,9000,1987,76581.9,68427.18,7/16/2006,12/9/2019,Yasmin Beagan,Robinett Boxell,-8154.72
634,Chrysler,Imperial,1992,56541.42,114158.09,4/6/2005,8/12/2000,Shelli Crennell,Magda Tidbury,57616.67
635,Cadillac,Fleetwood,1993,89067.11,85443.4,4/4/2022,9/13/2016,Christie Losano,Joana Moutray Read,-3623.71
636,Pontiac,Torrent,2009,22165.87,22248.87,11/6/2003,12/11/2017,Ganny Biggs,Kacy Edghinn,83
637,Lotus,Elise,2008,77928.14,21000.17,2/17/2010,11/26/2002,Minor Paddon,Rossy Schooley,-56927.97
638,Ford,Bronco II,1984,31609.37,47040.61,1/11/2020,7/28/2009,Siward Huonic,Urbano Rennison,15431.24
639,Oldsmobile,98,1996,77858.29,37630.66,8/28/2011,5/24/2013,Granthem Lemar,Fannie Fallowfield,-40227.63
640,Cadillac,Escalade ESV,2003,87453.45,22405.89,2/21/2002,10/1/2015,Chad Ivoshin,Glen Signore,-65047.56
641,Mitsubishi,Galant,1985,5724.91,103368.58,6/27/2020,11/3/2011,Evangelia Folke,Theda Domegan,97643.67
642,Mazda,Mazda6,2003,81710.97,100092.56,5/5/2001,8/17/2011,Jamey Dreinan,Katharina Wike,18381.59
643,Infiniti,I,1997,67795.03,6621.77,12/31/2009,10/15/2009,Langsdon MacNab,Harriett Lorente,-61173.26
644,Volvo,V70,2001,63247.76,24078.06,3/10/2010,7/31/2019,Phaedra Wooldridge,Ettie Brambell,-39169.7
645,Hummer,H2,2008,19148.81,34155.01,7/21/2022,12/10/2015,Velma Jendricke,Shell Vyel,15006.2
646,Volkswagen,Passat,2002,63455.2,63442.29,5/31/2005,4/30/2018,Kaia Fairebrother,Margarethe Neesam,-12.91
647,Chevrolet,G-Series G20,1993,59678.93,101320.88,5/8/2006,11/21/2018,Harris Blackler,Loydie Stonard,41641.95
648,Acura,NSX,2002,16869.84,17143.84,10/13/2008,3/28/2020,Riva Endicott,Cordell Prestidge,274
649,Ford,Econoline E350,1993,26453.83,26891.25,3/30/2012,8/25/2002,Elsi Suscens,Fax Surgeon,437.42
650,Toyota,Previa,1992,87049.56,47280.93,2/23/2011,11/22/2013,Catharina Crennell,Gillan Deniskevich,-39768.63
651,GMC,Sierra 2500,2004,12741.37,51876.44,1/21/2003,2/14/2006,Patsy Heball,Devin Kenefick,39135.07
652,Volkswagen,Fox,1993,70193.37,32381.76,9/2/2001,7/21/2019,Rafferty Brigginshaw,Odella Kimblin,-37811.61
653,Fillmore,Fillmore,1960,8501.52,39270.57,6/24/2006,10/3/2000,Nick Millery,Rockwell Lemmanbie,30769.05
654,Mercury,Cougar,1996,75351.33,76159.44,8/6/2020,5/29/2003,Gizela Lincey,Truda Tolefree,808.11
655,Ford,E-Series,1990,68778.77,79045.2,8/15/2002,2/27/2003,Rorke Petrasch,Genny Fredson,10266.43
656,Audi,TT,2006,54003.56,112023.92,7/21/2011,2/19/2002,Livvyy Donnison,Marijn Kobel,58020.36
657,Nissan,Sentra,1993,65436.53,9458.05,8/27/2022,4/20/2015,Sam Pladen,Tim Casbourne,-55978.48
